gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,TechSupport,MultipleLines,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,13,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,956.65,No
Male,0,Yes,No,17,DSL,No,No,No phone service,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,No
Female,1,No,No,1,DSL,No,No,Yes,No,Month-to-month,No,Mailed check,50.55,50.55,Yes
Female,0,No,No,22,,No,No,No,No,Month-to-month,Yes,Mailed check,84.3,1855.65,Yes
Female,0,No,Yes,17,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,No
Female,0,No,No,9,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,147.55,No
Male,0,Yes,Yes,19,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,20.2,387.4,No
Male,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.0,20.0,Yes
Male,0,Yes,No,68,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,100.3,6754.35,No
Male,0,No,No,26,Fiber optic,No,Yes,No,No,One year,Yes,Electronic check,85.2,2184.6,No
Female,1,Yes,No,72,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card (automatic),105.75,7629.85,No
Male,0,No,No,31,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.15,2640.55,No
Male,0,No,No,58,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,20.8,1212.25,No
Female,1,No,No,1,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.05,85.05,Yes
Female,0,Yes,Yes,72,,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8672.45,No
Female,1,No,No,57,Fiber optic,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),101.3,5779.6,No
Female,0,No,No,10,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,21.2,222.65,No
Male,0,No,No,18,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card (automatic),89.6,1633.0,No
Female,0,No,No,6,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,99.95,547.65,Yes
Male,0,No,No,45,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,No
Male,0,Yes,No,3,DSL,Yes,Yes,No phone service,No,Month-to-month,No,Mailed check,35.1,,No
Female,0,No,No,2,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.7,39.85,No
Male,0,Yes,No,3,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Yes
Female,0,No,No,6,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.45,314.6,No
Male,0,No,No,60,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.6,7049.5,No
Female,0,Yes,No,12,DSL,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.2,,No
Male,0,No,No,22,DSL,Yes,No,Yes,No,Month-to-month,No,Mailed check,65.05,1427.55,No
Female,0,Yes,Yes,40,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),20.15,777.35,No
Male,0,No,No,3,DSL,No,Yes,Yes,Yes,month-to-month,Yes,Mailed check,65.25,209.9,No
Male,0,No,No,13,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.55,610.75,No
Female,0,No,No,15,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.2,1270.2,Yes
Female,0,No,No,2,Fiber optic,No,No,Yes,No,Month-to-month,No,Credit card (automatic),74.9,147.15,Yes
Female,0,No,No,25,,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),19.2,532.1,No
Female,0,Yes,No,20,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,375.25,No
Female,0,No,No,25,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,2387.75,Yes
Female,1,No,No,27,Fiber optic,No,No,Yes,No,Month-to-month,No,Credit card (automatic),88.3,2467.75,Yes
Male,0,No,No,69,Fiber optic,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),104.05,7262.0,Yes
Female,0,No,No,2,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,19.9,,No
Male,0,Yes,No,31,DSL,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.4,2019.8,No
Female,0,Yes,Yes,16,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,No
Male,0,No,Yes,52,No,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),25.6,1334.5,No
Male,0,Yes,Yes,13,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,19.85,252.0,No
Male,0,Yes,No,72,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.65,6747.35,No
Male,1,No,No,21,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,2271.85,No
Male,0,No,No,6,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,No
Female,0,Yes,Yes,50,DSL,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),80.05,4042.2,No
Female,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.5,8312.75,No
Male,1,Yes,No,24,DSL,Yes,No,No phone service,No,Month-to-month,No,Bank transfer (automatic),39.1,971.3,Yes
Female,1,Yes,No,15,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.65,1285.05,No
Male,0,No,No,72,No,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,20.8,1521.2,No
Male,0,Yes,No,56,DSL,No,No,Yes,No,Two year,No,Credit card (automatic),59.5,3389.25,No
Male,1,No,No,64,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1198.05,No
Female,0,Yes,Yes,4,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,80.85,302.75,Yes
Male,0,Yes,No,33,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,91.25,2964.05,No
Male,0,No,No,1,DSL,No,Yes,Yes,No,Month-to-month,No,Mailed check,60.1,60.1,Yes
Female,0,No,No,56,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),19.7,1051.9,No
Male,0,Yes,Yes,72,No,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),25.0,1738.9,No
Male,0,No,No,2,,No,No,No,No,Month-to-month,Yes,Electronic check,45.15,98.5,Yes
Male,0,No,No,9,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,70.05,657.5,No
Male,0,No,No,2,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,19.35,46.35,No
Male,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,,No
Female,1,No,No,36,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2659.45,No
Female,0,Yes,Yes,10,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.8,196.75,No
Female,0,Yes,Yes,72,DSL,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.85,5824.75,No
Male,0,Yes,No,38,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.7,3479.05,No
Female,0,No,No,9,DSL,No,Yes,No,Yes,Month-to-month,No,Mailed check,66.25,620.55,Yes
Female,0,No,No,22,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.0,1993.8,Yes
Male,0,No,No,38,Fiber optic,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,Yes
Female,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,19.9,19.9,No
Male,0,No,Yes,53,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),19.75,1052.35,Yes
Male,1,Yes,No,72,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,No
Male,0,Yes,No,32,DSL,Yes,Yes,No,No,One year,No,Mailed check,70.5,2201.75,No
Male,0,Yes,Yes,67,No,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),24.65,1620.45,No
Male,1,No,No,9,DSL,Yes,No,Yes,No,Month-to-month,No,Electronic check,54.55,494.05,Yes
Male,0,Yes,Yes,69,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),20.2,1376.5,No
Female,0,No,Yes,37,No,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),20.3,755.4,No
Male,0,Yes,Yes,20,DSL,Yes,Yes,No phone service,No,Two year,Yes,Credit card (automatic),39.4,825.4,No
Male,0,No,No,7,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.15,488.65,No
Female,1,No,No,3,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check ,70.4,204.7,Yes
Female,0,No,No,53,Fiber optic,No,Yes,No,No,One year,Yes,Credit card (automatic),94.45,5042.75,No
Male,0,Yes,Yes,13,DSL,Yes,Yes,No phone service,No,Two year,No,Mailed check,40.55,590.35,No
Female,0,Yes,No,37,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,9999.0,3762.0,Yes
Male,0,No,Yes,48,DSL,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,No
Male,0,Yes,Yes,58,DSL,No,Yes,No,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,No
Female,1,Yes,No,48,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.45,5438.9,Yes
Female,0,No,No,30,DSL,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.65,,No
Male,0,Yes,No,31,DSL,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,No
Female,0,No,No,66,DSL,Yes,Yes,No phone service,Yes,Two year,Yes,Bank transfer (automatic),62.5,4136.4,No
Male,0,Yes,Yes,47,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.45,5317.8,No
Male,1,Yes,No,57,DSL,No,No,Yes,Yes,One year,Yes,Credit card (automatic),71.1,4140.1,No
Male,0,Yes,Yes,15,DSL,Yes,No,No phone service,No,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,No
Female,0,Yes,No,71,No,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,23.85,,No
Female,1,No,No,28,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5,Yes
Male,0,No,Yes,14,DSL,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),76.1,1054.8,No
Male,0,Yes,No,70,DSL,Yes,Yes,No phone service,No,Two year,Yes,Credit card (automatic),39.15,2692.75,No
Female,0,Yes,Yes,39,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,No
Male,0,Yes,No,30,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,19.05,637.55,No
Male,0,Yes,Yes,27,Fiber optic,Yes,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,No
Male,0,No,No,3,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,19.8,58.15,Yes
Male,0,No,No,26,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,Yes
Female,0,No,No,4,DSL,No,No,No,Yes,Month-to-month,No,Credit card (automatic),55.5,227.35,No
Male,0,No,No,2,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,100.2,198.5,No
Male,0,No,No,13,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,20.4,251.65,No
Male,0,Yes,Yes,19,DSL,No,No,Yes,No,Month-to-month,No,Credit card (automatic),50.1,910.45,No
Female,0,Yes,No,71,No,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),25.05,1873.7,No
Male,0,Yes,Yes,66,,No,No,No phone service,Yes,Two year,Yes,Credit card (automatic),56.75,3708.4,No
Male,0,No,No,14,DSL,No,No,No phone service,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,Yes
Female,0,No,No,58,Fiber optic,Yes,No,No,Yes,One year,Yes,Electronic check,106.45,6145.85,Yes
Female,0,No,No,7,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,Yes
Male,1,No,No,62,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.75,7053.35,No
Male,1,Yes,No,71,DSL,No,No,No phone service,Yes,Month-to-month,Yes,Bank transfer (automatic),52.3,3765.05,No
Female,0,Yes,Yes,72,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),19.7,1379.8,No
Female,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes
Female,0,No,No,12,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1057.55,No
Male,0,Yes,Yes,20,,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,96.8,1826.7,No
Male,0,Yes,Yes,19,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,19.8,,No
Male,1,No,No,19,,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.6,1660.0,Yes
Female,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes
Male,0,No,No,9,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.85,724.65,No
Female,0,No,No,30,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,48.8,1536.75,No
Female,0,YES,No,36,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,Yes
Female,0,Yes,No,39,DSL,Yes,No,No phone service,Yes,Month-to-month,No,Electronic check,55.9,2184.35,Yes
Male,0,No,No,21,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.35,1852.85,Yes
Male,1,No,No,33,,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),24.9,847.8,No
Male,0,Yes,No,44,DSL,No,No,No phone service,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,No
Female,0,No,Yes,49,No,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),19.45,921.3,No
Male,0,No,No,39,DSL,No,Yes,No phone service,No,Month-to-month,Yes,Electronic check,40.6,1494.5,No
Female,0,Yes,Yes,57,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,No
Male,0,No,No,6,DSL,No,No,No phone service,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,Yes
Male,0,No,No,35,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,96.75,3403.4,No
Male,1,No,No,47,Fiber optic,Yes,No,No,No,Month-to-month,No,Mailed check,85.5,4042.3,Yes
Male,0,Yes,Yes,7,DSL,Yes,No,No,No,One year,Yes,Electronic check,49.75,331.3,Yes
Male,0,Yes,No,57,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,5925.75,No
Male,0,No,No,67,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,Yes
Female,0,Yes,No,44,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes
Male,1,No,No,55,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,No
Male,1,No,No,71,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,No
Male,0,No,No,1,,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,No
Male,0,Yes,Yes,66,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,No
Male,1,Yes,No,41,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,No
Female,0,Yes,Yes,17,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Yes
Male,0,No,Yes,15,DSL,Yes,No,No,No,One year,No,Mailed check,64.85,950.75,No
Female,0,No,No,7,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.3,526.7,Yes
Female,0,Yes,No,53,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,5718.2,No
Male,0,No,No,3,DSL,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,Yes
Male,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,No
Male,0,No,Yes,60,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,19.95,1189.9,No
Male,0,Yes,Yes,72,DSL,Yes,No,No phone service,No,Two year,No,Credit card (automatic),38.5,2763.0,No
Male,0,Yes,No,61,No,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),25.45,1538.6,No
Female,1,No,No,45,Fiber optic,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.15,4459.8,No
Female,1,Yes,No,43,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4533.9,Yes
Male,0,Yes,Yes,58,Fiber optic,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),94.35,5563.65,No
Male,1,Yes,No,16,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,Yes
Male,0,Yes,Yes,2,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.3,40.25,No
Male,0,No,No,19,Fiber optic,No,Yes,No,No,One year,Yes,Credit card (automatic),87.7,1725.95,No
Female,0,No,No,2,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,164.5,Yes
Female,0,No,No,27,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,Yes
Male,0,No,No,69,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,Yes
Male,1,Yes,No,30,,No,No,Yes,No,Month-to-month,No,Mailed check,77.9,2351.45,No
Male,1,Yes,No,69,DSL,No,No,No phone service,No,One year,Yes,Credit card (automatic),-1.0,2134.3,No
Male,0,Yes,Yes,69,DSL,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,No
Female,0,Yes,No,3,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.2,,Yes
Female,0,No,No,1,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.65,79.65,Yes
Male,0,No,No,33,Fiber optic,Yes,No,Yes,No,One year,No,Bank transfer (automatic),80.1,2603.3,No
Female,0,Yes,Yes,54,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),20.35,1092.35,No
Female,1,Yes,No,60,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,No
Female,0,Yes,Yes,10,DSL,No,Yes,No,No,Month-to-month,Yes,Electronic check,65.5,616.9,No
Male,0,Yes,Yes,1,,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,No
Female,0,Yes,No,6,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes
Male,0,No,No,1,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,45.6,45.6,Yes
Female,0,No,No,6,DSL,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,Yes
Female,0,Yes,Yes,32,DSL,Yes,Yes,No,No,Two year,No,Mailed check,73.6,2316.85,No
Female,0,Yes,No,69,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),106.4,7251.9,No
Male,0,No,No,24,DSL,No,Yes,Yes,No,One year,No,Bank transfer (automatic),54.6,1242.25,No
Male,0,Yes,Yes,44,DSL,Yes,Yes,No phone service,No,Two year,Yes,Credit card (automatic),54.05,2375.2,No
Female,0,Yes,No,52,DSL,Yes,Yes,No phone service,Yes,Two year,No,Credit card (automatic),66.25,3330.1,No
Female,1,No,No,10,DSL,No,Yes,No phone service,No,Month-to-month,Yes,Electronic check,29.65,291.4,Yes
Female,0,No,Yes,4,No,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,20.4,84.75,No
Male,0,Yes,Yes,70,No,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,25.35,1715.15,No
Male,0,No,No,36,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,3050.15,Yes
Male,0,No,No,53,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,Yes
Male,0,No,No,4,DSL,No,Yes,No phone service,No,Month-to-month,No,Electronic check,30.5,118.4,No
Male,0,No,No,2,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,19.75,39.3,No
Female,0,Yes,Yes,9,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,20.35,191.1,No
Female,0,Yes,Yes,63,DSL,Yes,Yes,No,No,Two year,No,Mailed check,63.55,4014.2,No
Female,0,No,No,51,,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),24.95,1288.0,No
Male,1,Yes,No,61,Fiber optic,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),85.55,5251.75,No
Male,0,No,No,26,DSL,No,No,No,No,Month-to-month,No,Electronic check,45.45,1233.15,No
Male,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,19.65,19.65,Yes
Male,0,Yes,Yes,67,Fiber optic,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),103.15,6895.5,No
Female,0,Yes,Yes,37,DSL,Yes,No,No,Yes,One year,No,Bank transfer (automatic),75.1,2658.8,No
Male,0,Yes,No,60,DSL,Yes,Yes,No,No,Two year,Yes,Mailed check,61.35,3766.2,No
Female,0,No,No,62,DSL,Yes,Yes,No,No,Two year,Yes,Mailed check,65.1,3846.75,No
Male,0,Yes,No,64,DSL,No,Yes,Yes,No,One year,Yes,Mailed check,70.15,4480.7,No
Male,0,No,No,25,No,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,20.75,499.4,No
Female,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5986.55,No
Male,0,No,No,54,DSL,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.1,4735.2,No
Male,0,No,Yes,33,No,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,20.15,682.15,No
Female,0,No,Yes,11,DSL,No,No,No phone service,No,Month-to-month,No,Electronic check,25.2,321.05,No
Male,0,No,No,21,DSL,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.35,1424.4,No
Male,1,Yes,No,44,Fiber optic,No,No,Yes,No,One year,No,Mailed check,88.4,3912.9,Yes
Male,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No
Female,0,No,No,28,DSL,Yes,Yes,No,No,One year,Yes,Electronic check,59.9,1654.7,No
Female,0,No,Yes,5,DSL,No,No,No,No,Month-to-month,No,Mailed check,46.0,221.7,Yes
Female,0,No,No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.45,48.45,No
Male,0,Yes,Yes,45,DSL,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),54.65,2553.7,No
Female,0,No,No,31,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),20.9,689.35,No
Male,0,No,Yes,21,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Electronic check,80.35,1747.2,No
Female,0,Yes,Yes,1,,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.55,20.55,Yes
Female,0,No,No,61,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.6,6428.4,Yes
Male,0,Yes,No,59,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.75,6252.9,Yes
Female,0,No,No,5,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,80.2,384.25,No
Male,0,No,No,35,DSL,Yes,No,Yes,No,Two year,No,Mailed check,55.25,1924.1,No
Female,0,Yes,No,44,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.1,4060.55,No
Male,0,Yes,No,70,DSL,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.8,5315.8,No
Male,0,No,No,51,No,No internet service,No internet service,No,No internet service,One year,No,Electronic check,19.1,1007.8,No
Female,0,Yes,Yes,70,Fiber optic,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),93.9,6579.05,Yes
Male,0,Yes,Yes,68,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856.0,Yes
Female,0,No,No,46,DSL,No,Yes,No,No,Two year,No,Credit card (automatic),54.35,2460.15,Yes
Male,0,No,No,13,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,19.75,265.75,No
Male,0,No,No,6,DSL,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.25,493.4,No
Female,0,No,No,1,DSL,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),48.6,48.6,Yes
Female,0,Yes,Yes,38,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,54.5,2076.05,No
Female,0,Yes,No,3,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.75,229.5,Yes
Male,0,No,No,23,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.05,2470.1,Yes
Female,0,No,No,13,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.65,1244.5,Yes
Male,1,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.05,20.05,Yes
Female,0,No,No,39,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,3994.45,Yes
Female,1,Yes,Yes,28,DSL,No,No,No phone service,No,One year,Yes,Electronic check,39.1,1096.6,No
Male,0,Yes,Yes,39,DSL,Yes,No,No,No,One year,No,Electronic check,59.8,2343.85,No
Female,0,No,No,1,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,48.6,48.6,No
Male,0,No,No,65,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),25.1,1725.0,No
Female,1,No,No,10,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.6,865.55,Yes
Female,0,Yes,Yes,64,DSL,No,Yes,No phone service,No,Two year,No,Electronic check,49.85,3210.35,No
Male,0,No,No,5,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,383.65,No
Female,0,Yes,No,33,DSL,No,Yes,No,No,One year,Yes,Mailed check,51.45,1758.9,No
Male,0,Yes,No,15,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,85.3,1219.85,No
Female,0,Yes,No,19,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.85,1564.4,No
Female,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,Yes
Female,1,Yes,No,20,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.8,1951.0,Yes
