T,RH,AH,PT08_S1_CO,PT08_S2_NMHC,PT08_S3_NOx,PT08_S4_NO2,PT08_S5_O3,NOx_GT,NO2_GT,CO_GT
15.6,58.0,1.0197,1364.0,1061.0,534.0,1436.0,1397.0,590.0,179.0,4.0
14.8,61.3,1.025,1111.0,825.0,679.0,1238.0,975.0,295.0,124.0,1.9
12.8,68.0,1.0023,1120.0,815.0,660.0,1291.0,1053.0,270.0,113.0,1.3
17.2,52.7,1.0285,1537.0,1446.0,392.0,1855.0,1840.0,638.0,224.0,6.0
14.2,65.4,1.0497,1155.0,909.0,604.0,1331.0,1244.0,252.0,144.0,2.1
11.8,66.3,0.9174,1303.0,1102.0,536.0,1488.0,1323.0,403.0,116.0,2.2
25.5,28.3,0.9124,1197.0,943.0,599.0,1294.0,951.0,256.0,130.0,2.0
18.6,46.6,0.9858,1476.0,1308.0,428.0,1674.0,1654.0,529.0,175.0,5.8
15.2,63.5,1.0881,1011.0,622.0,827.0,1158.0,703.0,83.0,66.0,2.0
17.8,53.3,1.0736,1592.0,1478.0,360.0,1975.0,1874.0,593.0,158.0,4.9
11.9,59.6,0.8294,1073.0,760.0,727.0,1128.0,1052.0,173.0,73.0,0.7
17.6,59.7,1.188,1590.0,1219.0,410.0,1677.0,1830.0,602.0,147.0,3.3
20.9,43.4,1.0618,1422.0,1120.0,476.0,1525.0,1696.0,489.0,161.0,3.0
17.4,57.3,1.1288,1549.0,1233.0,424.0,1648.0,1804.0,590.0,175.0,4.0
13.9,80.4,1.2694,1106.0,715.0,714.0,1279.0,949.0,152.0,101.0,1.0
13.6,82.8,1.2817,1099.0,718.0,714.0,1300.0,905.0,144.0,96.0,0.9
21.7,47.4,1.2184,1446.0,1224.0,471.0,1706.0,1450.0,445.0,153.0,3.4
22.3,43.9,1.1695,1169.0,841.0,623.0,1361.0,1040.0,232.0,104.0,1.7
23.7,39.4,1.1366,1085.0,769.0,711.0,1264.0,820.0,156.0,85.0,1.3
21.9,45.1,1.1687,1205.0,996.0,559.0,1456.0,1101.0,289.0,122.0,2.3
13.8,83.5,1.3154,1153.0,734.0,712.0,1324.0,811.0,272.0,122.0,1.6
13.8,79.0,1.2425,938.0,575.0,955.0,1195.0,585.0,97.0,63.0,0.6
16.4,67.3,1.2451,1086.0,756.0,700.0,1308.0,894.0,176.0,101.0,1.3
25.1,34.0,1.068,1053.0,721.0,764.0,1216.0,617.0,140.0,85.0,1.3
24.7,35.6,1.0882,1055.0,693.0,789.0,1203.0,598.0,186.0,98.0,1.4
17.6,54.4,1.0839,1163.0,954.0,600.0,1369.0,1118.0,388.0,157.0,2.9
18.3,53.9,1.1252,1339.0,1200.0,457.0,1671.0,1404.0,385.0,155.0,3.3
17.1,61.5,1.191,1251.0,1097.0,502.0,1541.0,1328.0,306.0,151.0,2.6
16.4,62.5,1.1531,1267.0,1102.0,498.0,1545.0,1378.0,402.0,159.0,3.2
11.6,74.9,1.0224,905.0,615.0,885.0,1104.0,776.0,95.0,68.0,0.7
11.5,71.5,0.9684,879.0,539.0,1045.0,1073.0,678.0,82.0,56.0,0.4
16.0,61.9,1.115,1066.0,802.0,689.0,1282.0,1090.0,172.0,117.0,1.4
12.3,74.2,1.0583,936.0,628.0,876.0,1173.0,782.0,104.0,64.0,0.6
20.3,40.1,0.9439,1064.0,848.0,692.0,1212.0,1014.0,275.0,139.0,1.9
13.7,48.8,0.7606,818.0,473.0,1257.0,898.0,323.0,47.0,41.0,-200.0
16.5,40.8,0.757,948.0,684.0,851.0,1011.0,599.0,180.0,120.0,1.0
19.2,29.5,0.648,925.0,713.0,853.0,957.0,518.0,172.0,115.0,1.1
10.7,42.8,0.5489,884.0,587.0,999.0,863.0,566.0,163.0,107.0,0.6
14.2,36.9,0.5939,903.0,618.0,933.0,899.0,575.0,183.0,121.0,0.9
10.5,48.7,0.6164,921.0,642.0,861.0,948.0,768.0,120.0,88.0,0.8
22.8,21.7,0.5945,1015.0,743.0,851.0,981.0,597.0,190.0,138.0,1.2
15.5,49.0,0.8579,1116.0,803.0,696.0,1173.0,1055.0,233.0,153.0,1.6
14.3,52.5,0.8497,1100.0,769.0,722.0,1147.0,1049.0,170.0,128.0,1.2
24.3,23.7,0.7119,1163.0,1027.0,604.0,1264.0,1269.0,353.0,179.0,2.4
26.9,18.3,0.6406,1142.0,1063.0,603.0,1241.0,1092.0,293.0,175.0,2.4
17.4,57.3,1.1288,1549.0,1233.0,424.0,1648.0,1804.0,590.0,175.0,4.0
18.0,36.0,0.7345,1610.0,1573.0,381.0,1890.0,1932.0,766.0,243.0,6.3
14.9,65.7,1.105,926.0,649.0,1035.0,1145.0,741.0,134.0,83.0,1.0
23.0,49.0,1.362,1460.0,1430.0,466.0,1932.0,1604.0,524.0,125.0,4.4
12.9,72.1,1.0658,1109.0,855.0,787.0,1220.0,866.0,244.0,121.0,2.1
